IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BGR,Bulgaria,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.62,,,8.53,,14.61,11.6 [8.5 - 14.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BLR,Belarus,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.63,,,8.76,,14.71,11.6 [8.8 - 14.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,POL,Poland,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.66,,,8.31,,15.23,11.7 [8.3 - 15.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,DEU,Germany,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.84,,,8.48,,15.01,11.8 [8.5 - 15.0],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,CZE,Czechia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,11.99,,,9.09,,14.95,12.0 [9.1 - 14.9],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,LTU,Lithuania,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.1,,,8.75,,15.22,12.1 [8.7 - 15.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,LVA,Latvia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,12.87,,,9.07,,16.83,12.9 [9.1 - 16.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,GEO,Georgia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,14.41,,,10.25,,18.98,14.4 [10.2 - 19.0],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ROU,Romania,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,16.8,,,12.04,,21.29,16.8 [12.0 - 21.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.04,,,0.32,,3.76,2.0 [0.3 - 3.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.02,,,0.67,,3.59,2.0 [0.7 - 3.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,1.99,,,0.77,,3.39,2.0 [0.8 - 3.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.08,,,0.77,,3.59,2.1 [0.8 - 3.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,UZB,Uzbekistan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.1,,,0.9,,3.43,2.1 [0.9 - 3.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,WSM,Samoa,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.35,,,0.72,,4.03,2.3 [0.7 - 4.0],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,AZE,Azerbaijan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.49,,,0.79,,4.27,2.5 [0.8 - 4.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,ECU,Ecuador,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.54,,,1.1,,4.11,2.5 [1.1 - 4.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,KEN,Kenya,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.47,,,1.06,,4.08,2.5 [1.1 - 4.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,TKM,Turkmenistan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.62,,,1.21,,4.11,2.6 [1.2 - 4.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ZWE,Zimbabwe,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.67,,,1.13,,4.39,2.7 [1.1 - 4.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,NRU,Nauru,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.79,,,1.34,,4.45,2.8 [1.3 - 4.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ISR,Israel,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.84,,,1.41,,4.44,2.8 [1.4 - 4.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,TCD,Chad,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.91,,,0.5,,5.35,2.9 [0.5 - 5.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.85,,,1.24,,4.47,2.9 [1.2 - 4.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,RWA,Rwanda,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.87,,,1.31,,4.71,2.9 [1.3 - 4.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,LBR,Liberia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.86,,,1.41,,4.66,2.9 [1.4 - 4.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,2.91,,,1.46,,4.47,2.9 [1.5 - 4.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ETH,Ethiopia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.06,,,1.12,,4.9,3.1 [1.1 - 4.9],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,JAM,Jamaica,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.1,,,1.26,,4.98,3.1 [1.3 - 5.0],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,HND,Honduras,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.08,,,1.45,,4.65,3.1 [1.5 - 4.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,SLV,El Salvador,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.15,,,1.62,,4.86,3.1 [1.6 - 4.9],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,HTI,Haiti,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.11,,,1.56,,4.94,3.1 [1.6 - 4.9],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,CRI,Costa Rica,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.4,,,1.69,,5.2,3.4 [1.7 - 5.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,FJI,Fiji,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.58,,,1.57,,5.69,3.6 [1.6 - 5.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,MWI,Malawi,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.61,,,1.71,,5.66,3.6 [1.7 - 5.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,ZMB,Zambia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.62,,,1.81,,5.39,3.6 [1.8 - 5.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.59,,,1.76,,5.69,3.6 [1.8 - 5.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.63,,,1.88,,5.53,3.6 [1.9 - 5.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BHS,Bahamas,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.65,,,0.3,,7.4,3.7 [0.3 - 7.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,BLZ,Belize,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.67,,,1.28,,6.2,3.7 [1.3 - 6.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,NIC,Nicaragua,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.67,,,2.02,,5.45,3.7 [2.0 - 5.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.73,,,1.96,,5.62,3.7 [2.0 - 5.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,NGA,Nigeria,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.78,,,1.86,,5.98,3.8 [1.9 - 6.0],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3.87,,,2.02,,5.78,3.9 [2.0 - 5.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,SEAR,South-East Asia,Country,IND,India,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.1,,,1.89,,6.32,4.1 [1.9 - 6.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,AGO,Angola,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.13,,,2.3,,6.09,4.1 [2.3 - 6.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,BDI,Burundi,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.16,,,2.27,,6.22,4.2 [2.3 - 6.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,COL,Colombia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.24,,,2.32,,6.27,4.2 [2.3 - 6.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,GHA,Ghana,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.26,,,2.03,,6.78,4.3 [2.0 - 6.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,LSO,Lesotho,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.3,,,2.28,,6.43,4.3 [2.3 - 6.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ARM,Armenia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.28,,,2.5,,6.36,4.3 [2.5 - 6.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,MKD,North Macedonia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.36,,,2.3,,6.45,4.4 [2.3 - 6.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.52,,,2.65,,6.47,4.5 [2.6 - 6.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,ALB,Albania,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.47,,,2.65,,6.63,4.5 [2.7 - 6.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,CHN,China,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.58,,,2.57,,6.77,4.6 [2.6 - 6.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.69,,,1.67,,7.73,4.7 [1.7 - 7.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,PAN,Panama,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.66,,,2.76,,6.73,4.7 [2.8 - 6.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,MEX,Mexico,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.79,,,2.69,,7.12,4.8 [2.7 - 7.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,4.79,,,2.78,,7.22,4.8 [2.8 - 7.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,NAM,Namibia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.05,,,2.8,,7.27,5.0 [2.8 - 7.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,DMA,Dominica,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.02,,,2.82,,7.45,5.0 [2.8 - 7.5],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,GUY,Guyana,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.04,,,3.26,,7.21,5.0 [3.3 - 7.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,MLI,Mali,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.32,,,3.29,,7.58,5.3 [3.3 - 7.6],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,CUB,Cuba,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.38,,,2.99,,7.79,5.4 [3.0 - 7.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.62,,,3.21,,8.1,5.6 [3.2 - 8.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,PRY,Paraguay,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.62,,,3.42,,7.75,5.6 [3.4 - 7.7],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,URY,Uruguay,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.61,,,3.53,,7.84,5.6 [3.5 - 7.8],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,WPR,Western Pacific,Country,PHL,Philippines,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.66,,,3.43,,8.05,5.7 [3.4 - 8.1],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,GRC,Greece,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.81,,,3.47,,8.21,5.8 [3.5 - 8.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.87,,,3.59,,8.27,5.9 [3.6 - 8.3],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AMR,Americas,Country,SUR,Suriname,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,5.93,,,3.68,,8.23,5.9 [3.7 - 8.2],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",text,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,6.01,,,3.66,,8.43,6.0 [3.7 - 8.4],,Data is for 2020 only; it is not a three-year average.,EN,2024-06-20T22:00:00.000Z
